# Weather station Sofia (weather station), Bulgaria, WMO_ID=15614,selection from 16.01.2017 till 16.01.2018, all days
# Encoding: UTF-8
# The data are provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=15614&lang=en
#
"Local time in Sofia (weather station)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.10.2017 05:00";"6.0";"700.1";"752.4";"-0.8";"91";"Wind blowing from the west-northwest";"4";"";"";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"5.5";"11.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"4.7";"";"";"";"";"";"";
"24.10.2017 02:00";"6.2";"700.9";"753.1";"-0.3";"93";"Wind blowing from the west";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"5.9";"11.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"8.0";"5.1";"6.0";"6";"";"";"";"";
"23.10.2017 23:00";"8.5";"701.2";"753.0";"0.1";"89";"Wind blowing from the west-northwest";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"8.3";"11.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"10.0";"6.8";"";"";"";"";"";"";
"23.10.2017 20:00";"11.2";"701.1";"752.4";"-0.5";"89";"Wind blowing from the west";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"10.3";"12.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"12.0";"9.5";"4.0";"12";"";"";"";"";
"23.10.2017 17:00";"11.0";"701.6";"753.0";"-1.4";"91";"Calm, no wind";"0";"";"";"100%.";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"10.3";"12.8";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"100%.";"1000-1500";"";"";"12.0";"9.5";"";"";"";"";"";"";
"23.10.2017 14:00";"12.0";"703.0";"754.3";"-1.5";"79";"Wind blowing from the east";"2";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"10.5";"12.8";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"8.5";"Trace of precipitation";"6";"";"";"";"";
"23.10.2017 11:00";"11.8";"704.5";"756.0";"-0.8";"79";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"10.5";"11.8";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"8.3";"";"";"";"";"";"";
"23.10.2017 08:00";"11.0";"705.3";"757.0";"-0.1";"79";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"10.0";"14.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"7.4";"No precipitation";"12";"";"";"";"";
"23.10.2017 05:00";"11.0";"705.4";"757.2";"-1.5";"70";"Wind blowing from the east-southeast";"4";"";"";"60%.";" ";"";"";"10.2";"14.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"5.6";"";"";"";"";"";"";
"23.10.2017 02:00";"13.1";"706.9";"758.3";"-0.8";"66";"Wind blowing from the east-southeast";"4";"";"";"60%.";" ";"";"";"12.2";"14.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"6.9";"No precipitation";"6";"";"";"";"";
"22.10.2017 23:00";"14.0";"707.7";"759.0";"-0.6";"61";"Wind blowing from the south-east";"4";"";"";"50%.";" ";"";"";"12.2";"14.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"6.6";"";"";"";"";"";"";
"22.10.2017 20:00";"14.2";"708.3";"759.6";"-0.2";"60";"Wind blowing from the south-southeast";"4";"";"";"no clouds";" ";"";"";"7.9";"20.4";"";"";"";"";"";"18.0";"6.6";"No precipitation";"12";"";"";"";"";
"22.10.2017 17:00";"18.9";"708.5";"759.0";"-0.7";"54";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"7.9";"20.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"20.0";"9.3";"";"";"";"";"";"";
"22.10.2017 14:00";"19.4";"709.2";"759.7";"-1.7";"43";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"7.9";"19.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"18.0";"6.6";"No precipitation";"6";"";"";"";"";
"22.10.2017 11:00";"14.8";"710.9";"762.3";"0.0";"64";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"7.9";"15.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"15.0";"8.0";"";"";"";"";"";"";
"22.10.2017 08:00";"7.9";"710.9";"763.6";"0.4";"85";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"6.4";"16.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"15.0";"5.5";"No precipitation";"12";"";"";"";"";
"22.10.2017 05:00";"7.0";"710.5";"763.4";"0.0";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.4";"16.1";"";"";"";"";"";"18.0";"4.8";"";"";"";"";"";"";
"22.10.2017 02:00";"8.5";"710.5";"763.1";"0.0";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.6";"16.1";"";"";"";"";"";"18.0";"5.7";"No precipitation";"6";"";"";"";"";
"21.10.2017 23:00";"10.8";"710.5";"762.6";"0.0";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.4";"16.1";"";"";"";"";"";"20.0";"6.2";"";"";"";"";"";"";
"21.10.2017 20:00";"15.9";"710.5";"761.6";"0.0";"54";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"9.2";"23.3";"";"";"";"";"";"20.0";"6.6";"No precipitation";"12";"";"";"";"";
"21.10.2017 17:00";"21.1";"710.5";"760.8";"-0.8";"43";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"9.2";"23.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"25.0";"8.0";"";"";"";"";"";"";
"21.10.2017 14:00";"21.2";"711.3";"761.5";"-1.6";"41";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"9.2";"21.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"25.0";"7.2";"No precipitation";"6";"";"";"";"";
"21.10.2017 11:00";"15.8";"712.9";"764.2";"-0.1";"53";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"9.2";"16.2";"";"";"";"";"";"20.0";"6.2";"";"";"";"";"";"";
"21.10.2017 08:00";"9.2";"713.0";"765.7";"0.2";"70";"Wind blowing from the south-southeast";"1";"";"";"10%  or less, but not 0";" ";"";"";"6.3";"15.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"3.9";"No precipitation";"12";"";"";"";"";
"21.10.2017 05:00";"9.2";"712.8";"765.4";"-0.1";"70";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"7.0";"15.9";"";"";"";"";"";"20.0";"3.9";"";"";"";"";"";"";
"21.10.2017 02:00";"9.0";"712.9";"765.6";"0.3";"69";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"8.5";"15.9";"";"";"";"";"";"20.0";"3.6";"No precipitation";"6";"";"";"";"";
"20.10.2017 23:00";"11.2";"712.6";"764.9";"0.4";"58";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"9.5";"15.9";"";"";"";"";"";"20.0";"3.2";"";"";"";"";"";"";
"20.10.2017 20:00";"15.6";"712.2";"763.6";"0.8";"40";"Wind blowing from the south";"2";"";"";"10%  or less, but not 0";" ";"";"";"8.8";"24.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"2.1";"No precipitation";"12";"";"";"";"";
"20.10.2017 17:00";"22.6";"711.4";"761.5";"-0.5";"35";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"8.8";"24.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"25.0";"6.4";"";"";"";"";"";"";
"20.10.2017 14:00";"22.0";"711.9";"762.1";"-1.0";"39";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"8.8";"22.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"7.3";"No precipitation";"6";"";"";"";"";
"20.10.2017 11:00";"15.8";"712.9";"764.2";"0.3";"57";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"8.8";"16.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"7.2";"";"";"";"";"";"";
"20.10.2017 08:00";"8.8";"712.6";"765.3";"0.5";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.0";"13.8";"";"";"";"";"";"20.0";"4.9";"No precipitation";"12";"";"";"";"";
"20.10.2017 05:00";"8.8";"712.1";"764.8";"0.1";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.5";"13.8";"";"";"";"";"";"18.0";"4.9";"";"";"";"";"";"";
"20.10.2017 02:00";"10.6";"712.0";"764.3";"0.0";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.2";"13.8";"";"";"";"";"";"20.0";"6.2";"No precipitation";"6";"";"";"";"";
"19.10.2017 23:00";"11.6";"712.0";"764.1";"0.4";"70";"Wind blowing from the south";"2";"";"";"20–30%.";" ";"";"";"11.4";"13.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"6.2";"";"";"";"";"";"";
"19.10.2017 20:00";"13.6";"711.6";"763.3";"0.2";"60";"Wind blowing from the south-southeast";"2";"";"";"20–30%.";" ";"";"";"8.4";"23.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"5.8";"No precipitation";"12";"";"";"";"";
"19.10.2017 17:00";"22.4";"711.4";"761.5";"-0.6";"37";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"8.4";"23.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"27.0";"6.9";"";"";"";"";"";"";
"19.10.2017 14:00";"20.4";"712.0";"762.5";"-1.2";"42";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"8.4";"20.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"27.0";"7.0";"No precipitation";"6";"";"";"";"";
"19.10.2017 11:00";"14.8";"713.2";"764.8";"-0.3";"57";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"8.4";"14.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"25.0";"6.4";"";"";"";"";"";"";
"19.10.2017 08:00";"8.8";"713.5";"766.2";"0.0";"72";"Wind blowing from the south-east";"2";"";"";"60%.";" ";"";"";"6.8";"18.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"25.0";"3.9";"No precipitation";"12";"";"";"";"";
"19.10.2017 05:00";"9.4";"713.5";"766.1";"-0.2";"72";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"8.0";"18.6";"";"";"";"";"";"20.0";"4.6";"";"";"";"";"";"";
"19.10.2017 02:00";"10.8";"713.7";"766.0";"0.0";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"18.6";"";"";"";"";"";"20.0";"5.3";"No precipitation";"6";"";"";"";"";
"18.10.2017 23:00";"12.2";"713.7";"765.8";"0.3";"62";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"11.5";"18.6";"";"";"";"";"";"20.0";"5.0";"";"";"";"";"";"";
"18.10.2017 20:00";"16.4";"713.4";"764.7";"0.5";"49";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"9.6";"26.4";"";"";"";"";"";"20.0";"5.5";"No precipitation";"12";"";"";"";"";
"18.10.2017 17:00";"25.2";"712.9";"762.5";"-1.2";"37";"Wind blowing from the south-southeast";"1";"";"";"70 – 80%.";" ";"";"";"9.6";"26.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"20.0";"9.6";"";"";"";"";"";"";
"18.10.2017 14:00";"22.2";"714.1";"764.3";"-1.6";"41";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"9.6";"22.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"24.0";"8.1";"No precipitation";"6";"";"";"";"";
"18.10.2017 11:00";"16.2";"715.7";"767.2";"-0.5";"59";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"9.6";"16.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"25.0";"8.1";"";"";"";"";"";"";
"18.10.2017 08:00";"9.6";"716.2";"769.0";"-0.8";"75";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"6.5";"17.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"24.0";"5.3";"No precipitation";"12";"";"";"";"";
"18.10.2017 05:00";"9.2";"717.0";"769.9";"-0.4";"80";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"7.8";"17.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"20.0";"5.8";"";"";"";"";"";"";
"18.10.2017 02:00";"11.4";"717.4";"769.9";"0.1";"67";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"9.5";"17.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"20.0";"5.5";"No precipitation";"6";"";"";"";"";
"17.10.2017 23:00";"14.8";"717.3";"769.2";"0.3";"53";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";" ";"";"";"12.7";"17.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"20.0";"5.3";"";"";"";"";"";"";
"17.10.2017 20:00";"17.6";"717.0";"768.3";"0.2";"49";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";" ";"";"";"7.6";"23.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"25.0";"6.6";"No precipitation";"12";"";"";"";"";
